Product_ID,Product_Name,Category,Units_Sold,unit_price,Supplier,Waste_Units,Notes,delivery_date,Sales_Date, Inventory,Revenue,waste cost,Inventory cost
P006,tomatoes,Vegetables,76,1.25,GreenLeaf Inc.,0,Day ready.,2024-05-26,2024-05-24,76,95,0,95
P003,chicken breast,Meat,20,9.25,Meats-R-Us Inc.,2,Price identify answer.,2023-11-27,2023-11-25,22,185,18.5,203.5
P003,chicken breast,Meat,55,9.25,Meats-R-Us Inc.,3,Need late.,2024-04-01,2024-04-02,58,508.75,27.75,536.5
P005,lettuce,Vegetables,13,1.1,GreenLeaf Inc.,4,Activity spend water.,2025-03-30,2025-03-31,17,14.3,4.4,18.7
P002,milk 2l,Dairy,56,3.5,DairyBest Inc.,4,Since nature.,2025-03-10,2025-03-08,60,196,14,210
P004,bread-white,Bakery,27,2.15,BakeHouse Inc.,3,Over surface local radio.,2025-02-20,2025-02-20,30,58.05,6.45,64.5
P006,tomatoes,Vegetables,76,1.25,GreenLeaf Inc.,4,Country important.,2023-07-12,2023-07-10,80,95,5,100
P003,chicken breast,Meat,35,9.25,Meats-R-Us Inc.,0,If view land.,2024-12-10,2024-12-11,35,323.75,0,323.75
P006,tomatoes,Vegetables,48,1.25,GreenLeaf Inc.,5,Gun site.,2023-03-09,2023-03-08,53,60,6.25,66.25
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,0,Member group.,2025-03-23,2025-03-22,40,140,0,140
P002,milk 2l,Dairy,18,3.5,DairyBest Inc.,5,Time detail.,2024-09-20,2024-09-18,23,63,17.5,80.5
P001,bananas,Fruits,19,0.45,agrifoods inc.,5,Same possible cover.,2023-05-09,2023-05-09,24,8.55,2.25,10.8
P005,lettuce,Vegetables,76,1.1,GreenLeaf Inc.,1,Adult concern.,2023-02-27,2023-02-26,77,83.6,1.1,84.7
P003,chicken breast,Meat,26,9.25,Meats-R-Us Inc.,4,Head edge.,2023-07-21,2023-07-21,30,240.5,37,277.5
P006,tomatoes,Vegetables,15,1.25,GreenLeaf Inc.,0,Term nothing huge.,2024-10-02,2024-10-01,15,18.75,0,18.75
P004,bread-white,Bakery,73,2.15,BakeHouse Inc.,4,Bar stage everyone.,2024-09-26,2024-09-24,77,156.95,8.6,165.55
P003,chicken breast,Meat,17,9.25,Meats-R-Us Inc.,3,Tv your two.,2024-04-10,2024-04-09,20,157.25,27.75,185
P004,bread-white,Bakery,67,2.15,BakeHouse Inc.,0,Other different himself region.,2023-05-08,2023-05-06,67,144.05,0,144.05
P001,bananas,Fruits,74,0.45,Agrifoods Inc.,1,Sense share.,2023-04-02,2023-04-03,75,33.3,0.45,33.75
P004,bread-white,Bakery,46,2.15,BakeHouse Inc.,0,Protect attorney nothing.,2024-09-04,2024-09-03,46,98.9,0,98.9
P001,bananas,Fruits,34,0.45,Agrifoods Inc.,2,Method line attorney.,2024-02-17,2024-02-15,36,15.3,0.9,16.2
P005,lettuce,Vegetables,74,1.1,GreenLeaf Inc.,0,Lead religious.,2024-06-07,2024-06-05,74,81.4,0,81.4
P007,eggs dozen,Dairy,48,4,DairyBest Inc.,0,Answer if.,2024-06-07,2024-06-05,48,192,0,192
P005,lettuce,Vegetables,39,1.1,GreenLeaf Inc.,4,Claim every.,2024-05-02,2024-04-30,43,42.9,4.4,47.3
P001,bananas,Fruits,34,0.45,Agrifoods Inc.,2,Offer.,2024-08-09,2024-08-09,36,15.3,0.9,16.2
P007,eggs dozen,Dairy,17,4,DairyBest Inc.,4,Fear community follow keep.,2024-09-20,2024-09-18,21,68,16,84
P002,milk 2l,Dairy,79,3.5,DairyBest Inc.,5,Agent short someone really.,2024-04-17,2024-04-15,84,276.5,17.5,294
P003,chicken breast,Meat,46,9.25,Meats-R-Us Inc.,5,Treat reflect site.,2024-07-28,2024-07-27,51,425.5,46.25,471.75
P003,chicken breast,Meat,27,9.25,Meats-R-Us Inc.,5,Fire toward industry.,2024-07-28,2024-07-29,32,249.75,46.25,296
P001,bananas,Fruits,52,0.45,agrifoods inc.,0,Food.,2023-04-12,2023-04-13,52,23.4,0,23.4
P006,tomatoes,Vegetables,35,1.25,GreenLeaf Inc.,2,Writer mission.,2024-05-01,2024-05-02,37,43.75,2.5,46.25
P006,tomatoes,Vegetables,32,1.25,GreenLeaf Inc.,1,Those scientist.,2025-01-12,2025-01-10,33,40,1.25,41.25
P006,tomatoes,Vegetables,11,1.25,GreenLeaf Inc.,4,Free common government.,2023-10-25,2023-10-24,15,13.75,5,18.75
P005,lettuce,Vegetables,74,1.1,GreenLeaf Inc.,1,Scene our.,2024-05-20,2024-05-20,75,81.4,1.1,82.5
P006,tomatoes,Vegetables,53,1.25,GreenLeaf Inc.,4,Hit weight money fund.,2023-07-10,2023-07-10,57,66.25,5,71.25
P003,chicken breast,Meat,67,9.25,Meats-R-Us Inc.,2,The position.,2024-01-27,2024-01-28,69,619.75,18.5,638.25
P006,tomatoes,Vegetables,25,1.25,GreenLeaf Inc.,1,National rate imagine.,2023-08-31,2023-08-30,26,31.25,1.25,32.5
P004,bread-white,Bakery,41,2.15,BakeHouse Inc.,4,Teacher why.,2025-02-16,2025-02-14,45,88.15,8.6,96.75
P004,bread-white,Bakery,72,2.15,BakeHouse Inc.,4,Week water.,2023-05-02,2023-04-30,76,154.8,8.6,163.4
P004,bread-white,Bakery,69,2.15,BakeHouse Inc.,2,What allow direction.,2024-04-13,2024-04-12,71,148.35,4.3,152.65
P005,lettuce,Vegetables,64,1.1,GreenLeaf Inc.,0,Large.,2023-03-15,2023-03-16,64,70.4,0,70.4
P003,chicken breast,Meat,27,9.25,Meats-R-Us Inc.,5,Scientist yes.,2024-02-24,2024-02-23,32,249.75,46.25,296
P007,eggs dozen,Dairy,20,4,DairyBest Inc.,5,Smile network current.,2024-01-23,2024-01-22,25,80,20,100
P002,milk 2l,Dairy,29,3.5,DairyBest Inc.,5,Whether big key.,2024-04-18,2024-04-16,34,101.5,17.5,119
P002,milk 2l,Dairy,14,3.5,DairyBest Inc.,5,College.,2023-03-10,2023-03-10,19,49,17.5,66.5
P004,bread-white,Bakery,17,2.15,BakeHouse Inc.,2,War cover.,2023-08-29,2023-08-28,19,36.55,4.3,40.85
P003,chicken breast,Meat,62,9.25,Meats-R-Us Inc.,0,Despite sea level.,2023-05-27,2023-05-27,62,573.5,0,573.5
P004,bread-white,Bakery,58,2.15,BakeHouse Inc.,2,Professional.,2023-02-18,2023-02-18,60,124.7,4.3,129
P002,milk 2l,Dairy,40,3.5,DairyBest Inc.,2,Class gas.,2025-02-13,2025-02-11,42,140,7,147
P004,bread-white,Bakery,59,2.15,BakeHouse Inc.,1,Choose join current.,2024-03-04,2024-03-02,60,126.85,2.15,129
P005,lettuce,Vegetables,16,1.1,GreenLeaf Inc.,5,Knowledge wall.,2025-01-10,2025-01-11,21,17.6,5.5,23.1
P006,tomatoes,Vegetables,71,1.25,GreenLeaf Inc.,2,Individual body such.,2024-11-18,2024-11-18,73,88.75,2.5,91.25
P006,tomatoes,Vegetables,41,1.25,GreenLeaf Inc.,5,Together pressure us.,2025-02-12,2025-02-11,46,51.25,6.25,57.5
P004,bread-white,Bakery,49,2.15,BakeHouse Inc.,4,Answer to.,2024-06-29,2024-06-30,53,105.35,8.6,113.95
P002,milk 2l,Dairy,62,3.5,DairyBest Inc.,1,Type indeed ahead.,2024-01-16,2024-01-15,63,217,3.5,220.5
P002,milk 2l,Dairy,39,3.5,DairyBest Inc.,1,Feel politics sport grow.,2023-07-21,2023-07-20,40,136.5,3.5,140
P004,bread-white,Bakery,31,2.15,BakeHouse Inc.,4,Know center.,2023-06-21,2023-06-22,35,66.65,8.6,75.25
P007,eggs dozen,Dairy,10,4,DairyBest Inc.,5,Try others during.,2024-11-14,2024-11-15,15,40,20,60
P004,bread-white,Bakery,71,2.15,BakeHouse Inc.,0,Least in.,2024-01-20,2024-01-18,71,152.65,0,152.65
P005,lettuce,Vegetables,34,1.1,GreenLeaf Inc.,2,Idea TV still.,2023-06-04,2023-06-02,36,37.4,2.2,39.6
P004,bread-white,Bakery,38,2.15,BakeHouse Inc.,0,Rest truth.,2024-04-14,2024-04-15,38,81.7,0,81.7
P004,bread-white,Bakery,17,2.15,BakeHouse Inc.,5,Tonight wide thousand.,2024-07-21,2024-07-19,22,36.55,10.75,47.3
P007,eggs dozen,Dairy,39,4,DairyBest Inc.,5,Event stand.,2023-04-09,2023-04-08,44,156,20,176
P003,chicken breast,Meat,59,9.25,Meats-R-Us Inc.,4,As.,2023-06-15,2023-06-16,63,545.75,37,582.75
P007,eggs dozen,Dairy,39,4,DairyBest Inc.,3,Opportunity police or.,2024-04-08,2024-04-06,42,156,12,168
P003,chicken breast,Meat,19,9.25,Meats-R-Us Inc.,1,Scientist tough.,2025-03-30,2025-03-28,20,175.75,9.25,185
P001,bananas,Fruits,49,0.45,AgriFoods Inc.,2,Positive activity half.,2023-04-04,2023-04-04,51,22.05,0.9,22.95
P005,lettuce,Vegetables,23,1.1,GreenLeaf Inc.,2,Picture TV run.,2024-07-23,2024-07-22,25,25.3,2.2,27.5
P003,chicken breast,Meat,20,9.25,Meats-R-Us Inc.,4,Reveal.,2024-02-28,2024-02-28,24,185,37,222
P002,milk 2l,Dairy,44,3.5,DairyBest Inc.,0,Nation indeed at production.,2023-10-05,2023-10-03,44,154,0,154
P002,milk 2l,Dairy,60,3.5,DairyBest Inc.,4,By outside.,2023-11-10,2023-11-08,64,210,14,224
P007,eggs dozen,Dairy,48,4,DairyBest Inc.,5,Movement deep traditional.,2025-04-23,2025-04-23,53,192,20,212
P003,chicken breast,Meat,41,9.25,Meats-R-Us Inc.,2,Ever discover.,2025-01-23,2025-01-22,43,379.25,18.5,397.75
P002,milk 2l,Dairy,80,3.5,DairyBest Inc.,5,Would kind.,2024-08-31,2024-08-29,85,280,17.5,297.5
P007,eggs dozen,Dairy,73,4,DairyBest Inc.,2,Poor myself material.,2025-05-20,2025-05-18,75,292,8,300
P004,bread-white,Bakery,61,2.15,BakeHouse Inc.,5,Service might model.,2024-09-05,2024-09-04,66,131.15,10.75,141.9
P007,eggs dozen,Dairy,31,4,DairyBest Inc.,0,Trouble both.,2023-09-13,2023-09-12,31,124,0,124
P001,bananas,Fruits,38,0.45,Agrifoods Inc.,4,South old trip new.,2023-04-11,2023-04-11,42,17.1,1.8,18.9
P003,chicken breast,Meat,68,9.25,Meats-R-Us Inc.,4,Suffer.,2023-11-15,2023-11-16,72,629,37,666
